category,group,enrollment,year
Race/Ethnicity,All Students,368,2025
Race/Ethnicity,Asian,14,2025
Race/Ethnicity,African Am.,*,2025
Race/Ethnicity,Hispanic,45,2025
Race/Ethnicity,White,280,2025
Race/Ethnicity,2+,23,2025
Gender,All Students,368,2025
Gender,Male,193,2025
Gender,Female,175,2025
Grade,All Students,368,2025
Grade,Grade 3,135,2025
Grade,Grade 4,112,2025
Grade,Grade 5,121,2025
Grade,Elementary,368,2025
