category,group,enrollment,year
Race/Ethnicity,All Students,703,2025
Race/Ethnicity,Asian,10,2025
Race/Ethnicity,African Am.,128,2025
Race/Ethnicity,Hispanic,232,2025
Race/Ethnicity,White,270,2025
Race/Ethnicity,2+,63,2025
Gender,All Students,703,2025
Gender,Male,365,2025
Gender,Female,338,2025
Grade,All Students,703,2025
