category,group,enrollment,year
Race/Ethnicity,All Students,1179,2025
Race/Ethnicity,Asian,23,2025
Race/Ethnicity,African Am.,208,2025
Race/Ethnicity,Hispanic,334,2025
Race/Ethnicity,White,561,2025
Race/Ethnicity,2+,53,2025
Gender,All Students,1179,2025
Gender,Male,613,2025
Gender,Female,566,2025
Grade,All Students,1179,2025
