category,group,enrollment,year
Race/Ethnicity,All Students,38,2025
Race/Ethnicity,African Am.,10,2025
Race/Ethnicity,Hispanic,*,2025
Race/Ethnicity,White,19,2025
Race/Ethnicity,2+,*,2025
Gender,All Students,38,2025
Gender,Male,24,2025
Gender,Female,14,2025
Grade,All Students,38,2025
