category,group,enrollment,year
Race/Ethnicity,All Students,347,2025
Race/Ethnicity,Asian,13,2025
Race/Ethnicity,African Am.,34,2025
Race/Ethnicity,Hispanic,32,2025
Race/Ethnicity,White,241,2025
Race/Ethnicity,2+,27,2025
Gender,All Students,347,2025
Gender,Male,102,2025
Gender,Female,240,2025
Grade,All Students,347,2025
